,id,created_at,text
35,1655267513238970369,2023-05-07 17:45:03+00:00,RT @SnehalKhajure1: Why is CBI not holding AIIMS Panel accountable for information leaks on an ongoing investigation to random reporters? @…
36,1655267460311056384,2023-05-07 17:44:50+00:00,"RT @SnehalKhajure1: When SSR nail clippings, finger swabs and hair samples were not collected by Cooper than how AIIMS claimed that SSR was…"
37,1655266733152784386,2023-05-07 17:41:57+00:00,"RT @Dipshik37409256: 🔶Dr.Gupta told about the loopholes in the PM report made by Cooper hospital &amp; contamination of crime scene.
🔶AIIMS was…"
38,1655266724608974849,2023-05-07 17:41:55+00:00,"RT @Dipshik37409256: 🔶Why Dr. Sudhir Gupta made a U-turn from 200% strangulation to suicide ?
🔶AIIMS didn't have the body to examine.
🔶Adeq…"
39,1655266507339993089,2023-05-07 17:41:03+00:00,RT @Professor_Vizag: @kumraj28 @bisnujha @BJP4Bihar @mansukhmandviya @gopaljeebjp @SanjayJhaBihar @PMOIndia @darbhanga_rocks @DarbhangaLive…
40,1655266347092443136,2023-05-07 17:40:25+00:00,@Untamed__Heart Near to Aiims??
41,1655266072520724481,2023-05-07 17:39:19+00:00,"RT @DrBharatippawar: During the #Y20 consultation at AIIMS Rishilesh, inaugurated Millet Cafe. The superfood will inspire people about the…"
42,1655265579123748865,2023-05-07 17:37:22+00:00,"RT @hindu_activist7: Oo Intellectual FYI modi govt never built a temple using public tax money. 
Modi govt built 
1. 15 AIIMS
2. 7 IITs
3.…"
43,1655265199023177730,2023-05-07 17:35:51+00:00,"RT @KIITUniversity: Our heartfelt congratulations to #KIITians Anurag Samantaray, Asish Mohapatra, and Ayush Mohapatra from the KIIT School…"
44,1655264779936890880,2023-05-07 17:34:11+00:00,RT @meenusingh4: A Millets Cake was cut by MoS Health and Family Welfare@Dr Bharti Pawar at the inauguration of the Millets Cafe @AIIMS Ris…
45,1655264741403824128,2023-05-07 17:34:02+00:00,@LambaAlka Our PM needs immediate medical help! Pls look into it. @aiims_newdelhi @RDA_SJH @medanta @fortis_hospital
46,1655264689625116673,2023-05-07 17:33:49+00:00,"RT @DrBharatippawar: During my visit to AIIMS Rishikesh, distributed nutrition kits under Nikshay Mitra Yojana to Tuberculosis Patients. We…"
47,1655263874894147586,2023-05-07 17:30:35+00:00,@HarshKapadiya8 Is baar to AIIMS hi target rhega
48,1655263559348273152,2023-05-07 17:29:20+00:00,Hii every one ....I'm here to inform you ...Some information about great and well known medical institutions like S… https://t.co/lzdFjPGcD5
49,1655263200361988096,2023-05-07 17:27:54+00:00,"RT @DrBharatippawar: During my visit to AIIMS Rishikesh, distributed nutrition kits under Nikshay Mitra Yojana to Tuberculosis Patients. We…"
50,1655262080646119425,2023-05-07 17:23:27+00:00,"@Ajaykumarpnwr97 I don't think aiims consider this book to give ques in ini, 
After giving today's paper park easy and aachi book lagi🥲"
51,1655261856322420736,2023-05-07 17:22:34+00:00,"RT @KIITUniversity: Our heartfelt congratulations to #KIITians Anurag Samantaray, Asish Mohapatra, and Ayush Mohapatra from the KIIT School…"
52,1655261268981477382,2023-05-07 17:20:14+00:00,"RT @BloodAid: #Raipur #Chhattisgarh Need B+ #Blood @ AIIMS Hospital. 
Call 7609837380
#BloodAid via @boghivenkatesh cc @raipurcity @Varwand…"
53,1655261105852416003,2023-05-07 17:19:35+00:00,"RT @hindu_activist7: Oo Intellectual FYI modi govt never built a temple using public tax money. 
Modi govt built 
1. 15 AIIMS
2. 7 IITs
3.…"
54,1655260362688851972,2023-05-07 17:16:38+00:00,"RT @docdeepika: Dear Citizens of India, 
While you do see the AIIMS &amp; Apollos around you, where have all the Primary Health Care facilities…"
55,1655259927072342016,2023-05-07 17:14:54+00:00,"@kumaranupam6 @Doctanyaa Aiims is assuring that we get roller coaster ride of brain for 3hrs.
This is aiims kinda amusement park"
56,1655259634104664065,2023-05-07 17:13:44+00:00,"RT @DrBharatippawar: During my visit to AIIMS Rishikesh, distributed nutrition kits under Nikshay Mitra Yojana to Tuberculosis Patients. We…"
57,1655259224514138112,2023-05-07 17:12:07+00:00,"RT @DrBharatippawar: During my visit to AIIMS Rishikesh, distributed nutrition kits under Nikshay Mitra Yojana to Tuberculosis Patients. We…"
58,1655259107278954496,2023-05-07 17:11:39+00:00,@Abitha96960262 @annamalai_k Namma oor MADURAI AIIMS WELCOMES YOU  ...
59,1655259099028951046,2023-05-07 17:11:37+00:00,"RT @DrBharatippawar: During my visit to AIIMS Rishikesh, distributed nutrition kits under Nikshay Mitra Yojana to Tuberculosis Patients. We…"
60,1655258470923530241,2023-05-07 17:09:07+00:00,A glimpse into the 'Acute Neuro Care' course conducted at AIIMS Jodhpur on May 6 &amp; 7. Interactive sessions are the… https://t.co/nqOYZWAFg3
61,1655257238511169538,2023-05-07 17:04:13+00:00,"RT @Junaid_Mattu: Visited AIIMS, New Delhi to ascertain about the health and well-being of Hakim Zahoor Ahmed Sahab of Baghwanpora, Zadibal…"
62,1655257112229064705,2023-05-07 17:03:43+00:00,"RT @DrBharatippawar: During the #Y20 consultation at AIIMS Rishilesh, inaugurated Millet Cafe. The superfood will inspire people about the…"
63,1655257048261746689,2023-05-07 17:03:28+00:00,Hii every one ....I'm here to inform you ...Some information about great and well known medical institutions like S… https://t.co/GQauinVPHO
64,1655256496735924228,2023-05-07 17:01:16+00:00,RT @CharithHapuara1: @DevLadpura @drvinay_aiims @DrDhruvchauhan @Dundara_jodhpur @drvipinyogi @AiimsU Poem 👇 https://t.co/alVYi0rVHN
65,1655256440565792768,2023-05-07 17:01:03+00:00,RT @meenusingh4: A Millets Cake was cut by MoS Health and Family Welfare@Dr Bharti Pawar at the inauguration of the Millets Cafe @AIIMS Ris…
66,1655256179814318080,2023-05-07 17:00:01+00:00,"RT @BloodAid: #Raipur #Chhattisgarh Need B+ #Blood @ AIIMS Hospital. 
Call 7609837380
#BloodAid via @boghivenkatesh cc @raipurcity @Varwand…"
67,1655255792826863616,2023-05-07 16:58:28+00:00,@DevLadpura @drvinay_aiims @DrDhruvchauhan @Dundara_jodhpur @drvipinyogi @AiimsU Poem 👇 https://t.co/alVYi0rVHN
68,1655255615948849152,2023-05-07 16:57:46+00:00,@dr_rushipatil @ash_veda123 @drcheruvarun @madmanweb @PTI_News but same people like you will rush to a hospital whe… https://t.co/SjacjsRrs8
69,1655255342723502081,2023-05-07 16:56:41+00:00,@AIIMS_COVAI @rmksys Waiting
70,1655254031290490880,2023-05-07 16:51:28+00:00,RT @drdeepakguptans: With Preeti on my right .. longest surviving cadaveric cardiac transplant recipient of AIIMS since 2002.. 20 yrs after…
71,1655253509598584832,2023-05-07 16:49:24+00:00,"RT @Amarrrrz: Bhopal Metro Phase 1

Purple Line

Karond Circle – AIIMS
Length: 14.99 km
Depot: Subhash Nagar Underpass (Jinsi)
Number of St…"
72,1655253453743206405,2023-05-07 16:49:11+00:00,"Top Medical Entrance Exams in India for 2023: NEET, AIIMS, JIPMER, and more https://t.co/biYSkfatXz"
73,1655253452937920513,2023-05-07 16:49:10+00:00,"RT @KIITUniversity: Our heartfelt congratulations to #KIITians Anurag Samantaray, Asish Mohapatra, and Ayush Mohapatra from the KIIT School…"
74,1655253015224549378,2023-05-07 16:47:26+00:00,"RT @BloodAid: #Raipur #Chhattisgarh Need B+ #Blood @ AIIMS Hospital. 
Call 7609837380
#BloodAid via @boghivenkatesh cc @raipurcity @Varwand…"
75,1655252993749688326,2023-05-07 16:47:21+00:00,@prodefkohima @TinyDhillon @SpokespersonMoD @NBirenSingh @adgpi @official_dgar @PIBImphal Glad to see that how heal… https://t.co/RpZbxNisxH
76,1655252961583566848,2023-05-07 16:47:13+00:00,"RT @iCanSaveLife: #Raipur #May7
Need B+ve Blood donors
At AIIMS Hospital
Call 7609837380
via @boghivenkatesh cc @raipurcity #iCanSaveLife #…"
77,1655252111951802368,2023-05-07 16:43:51+00:00,"RT @BloodAid: #Raipur #Chhattisgarh Need B+ #Blood @ AIIMS Hospital. 
Call 7609837380
#BloodAid via @boghivenkatesh cc @raipurcity @Varwand…"
78,1655252015092740098,2023-05-07 16:43:28+00:00,"RT @iCanSaveLife: #Raipur #May7
Need B+ve Blood donors
At AIIMS Hospital
Call 7609837380
via @boghivenkatesh cc @raipurcity #iCanSaveLife #…"
79,1655251887128453123,2023-05-07 16:42:57+00:00,"RT @RajeevJayadevan: 1 out of five who died were below age 45

Profile of first and second waves in India 

Low lymphocyte count notable am…"
80,1655251757331783680,2023-05-07 16:42:26+00:00,"RT @iCanSaveLife: #Raipur #May7
Need B+ve Blood donors
At AIIMS Hospital
Call 7609837380
via @boghivenkatesh cc @raipurcity #iCanSaveLife #…"
81,1655251170921971712,2023-05-07 16:40:06+00:00,RT @drmohansai: Two days of learning about Neurological emergencies (including Transcranial doppler) at Acute Neuro Care- 2023. Many thanks…
82,1655249734905262081,2023-05-07 16:34:24+00:00,"Gave my neet exams today...It didn't go as I expected
with this score I am only eligible for chaprasi seat at some… https://t.co/5tfE0H0wY2"
83,1655249579548475397,2023-05-07 16:33:47+00:00,"RT @AyushiiSingh01: Youth 20 consultation , AIIMS Rishikesh
By @YASMinistry India😄 https://t.co/3eBTT0DxR0"
84,1655247195644522496,2023-05-07 16:24:19+00:00,Politicians should boycott AIIMS. In emergency case they should go to Ayurved clinic. https://t.co/QNBbSk3QF9
85,1655246360533438464,2023-05-07 16:20:59+00:00,"RT @BloodAid: #Raipur #Chhattisgarh Need B+ #Blood @ AIIMS Hospital. 
Call 7609837380
#BloodAid via @boghivenkatesh cc @raipurcity @Varwand…"
86,1655246177569480704,2023-05-07 16:20:16+00:00,"RT @ani_digital: Hybrid education is way forward for undergraduate, postgraduate medical education: AIIMS Delhi

Read @ANI Story | https://…"
87,1655245663569838081,2023-05-07 16:18:13+00:00,"@santosh_1876 @NEEMGI1 @DrKushal_S @DrDatta_AIIMS @PBMCI If u ever feel doc has done wrong to u , please go to cour… https://t.co/xKgZeAGoX9"
88,1655245520238170117,2023-05-07 16:17:39+00:00,"@ponilemova Pimp, which govt built these?

1. 15 AIIMS
2. 7 IITs
3. 7 IIMs
4. 16 IIITs
5. 1,41,000 km National High… https://t.co/YLgJ4A2aG7"
89,1655245489535848449,2023-05-07 16:17:32+00:00,"RT @SnehalKhajure1: When SSR nail clippings, finger swabs and hair samples were not collected by Cooper than how AIIMS claimed that SSR was…"
90,1655245258815336454,2023-05-07 16:16:37+00:00,"When SSR nail clippings, finger swabs and hair samples were not collected by Cooper than how AIIMS claimed that SSR… https://t.co/OJsnDR2Vgy"
91,1655244434508742656,2023-05-07 16:13:20+00:00,"@santosh_1876 @NEEMGI1 @DrKushal_S @DrDatta_AIIMS @PBMCI Also the proud u r feeling is saying word kutai ,it's not… https://t.co/1aPQepuh61"
92,1655244432936148992,2023-05-07 16:13:20+00:00,"RT @KIITUniversity: Our heartfelt congratulations to #KIITians Anurag Samantaray, Asish Mohapatra, and Ayush Mohapatra from the KIIT School…"
93,1655244422815285249,2023-05-07 16:13:18+00:00,RT @drdeepakguptans: With Preeti on my right .. longest surviving cadaveric cardiac transplant recipient of AIIMS since 2002.. 20 yrs after…
94,1655244046410063874,2023-05-07 16:11:48+00:00,"RT @DrBharatippawar: During the #Y20 consultation at AIIMS Rishilesh, inaugurated Millet Cafe. The superfood will inspire people about the…"
95,1655243909193404417,2023-05-07 16:11:15+00:00,"RT @KIITUniversity: Our heartfelt congratulations to #KIITians Anurag Samantaray, Asish Mohapatra, and Ayush Mohapatra from the KIIT School…"
96,1655243329271914498,2023-05-07 16:08:57+00:00,Why is CBI not holding AIIMS Panel accountable for information leaks on an ongoing investigation to random reporter… https://t.co/dvNCNKi1eN
97,1655243289896062976,2023-05-07 16:08:47+00:00,"@snsachinnandu Bjp should give AIIMs to Coastal karnataka.
Coastal kannadiga  loyalty to bjp is astonishing."
98,1655243089361993730,2023-05-07 16:08:00+00:00,"@santosh_1876 @NEEMGI1 @DrKushal_S @DrDatta_AIIMS @PBMCI No doctor represent themselves as God , please treat us as… https://t.co/Gbw5W1WAh3"
99,1655242607054970880,2023-05-07 16:06:05+00:00,"RT @DrBharatippawar: During my visit to AIIMS Rishikesh, distributed nutrition kits under Nikshay Mitra Yojana to Tuberculosis Patients. We…"
100,1655242557134376962,2023-05-07 16:05:53+00:00,@piyaya912 Don't worry AIIMS dekhi confirmed
101,1655241795448762371,2023-05-07 16:02:51+00:00,"RT @iCanSaveLife: #Raipur #May7
Need B+ve Blood donors
At AIIMS Hospital
Call 7609837380
via @boghivenkatesh cc @raipurcity #iCanSaveLife #…"
102,1655241536563720193,2023-05-07 16:01:49+00:00,"RT @BloodAid: #Raipur #Chhattisgarh Need B+ #Blood @ AIIMS Hospital. 
Call 7609837380
#BloodAid via @boghivenkatesh cc @raipurcity @Varwand…"
103,1655239924621402119,2023-05-07 15:55:25+00:00,Two days of learning about Neurological emergencies (including Transcranial doppler) at Acute Neuro Care- 2023. Man… https://t.co/7Vtv8cpbqH
104,1655239848385724421,2023-05-07 15:55:07+00:00,"RT @DrBharatippawar: During my visit to AIIMS Rishikesh, distributed nutrition kits under Nikshay Mitra Yojana to Tuberculosis Patients. We…"
105,1655239758157840385,2023-05-07 15:54:45+00:00,"RT @BloodAid: #Raipur #Chhattisgarh Need B+ #Blood @ AIIMS Hospital. 
Call 7609837380
#BloodAid via @boghivenkatesh cc @raipurcity @Varwand…"
106,1655239498324918282,2023-05-07 15:53:43+00:00,"RT @hindu_activist7: Oo Intellectual FYI modi govt never built a temple using public tax money. 
Modi govt built 
1. 15 AIIMS
2. 7 IITs
3.…"
107,1655239065120411648,2023-05-07 15:52:00+00:00,"@aiims_newdelhi Hi There, 
Is AIIMS badsha is under AIIMs Delhi. 
Do aiims have office timing 6 AM ?? 
One lady nam… https://t.co/dAehvT8pr9"
108,1655238915417346048,2023-05-07 15:51:24+00:00,"RT @hindu_activist7: Oo Intellectual FYI modi govt never built a temple using public tax money. 
Modi govt built 
1. 15 AIIMS
2. 7 IITs
3.…"
109,1655238582993571840,2023-05-07 15:50:05+00:00,"RT @DrBharatippawar: During my visit to AIIMS Rishikesh, distributed nutrition kits under Nikshay Mitra Yojana to Tuberculosis Patients. We…"
110,1655238517461753858,2023-05-07 15:49:50+00:00,"RT @KIITUniversity: Our heartfelt congratulations to #KIITians Anurag Samantaray, Asish Mohapatra, and Ayush Mohapatra from the KIIT School…"
111,1655238413346566145,2023-05-07 15:49:25+00:00,"RT @deoghar_aiims: Encouraging #research skills among medical students has been an integral part of our training 

Ms. @SinhaSumita05 &amp; Mr.…"
112,1655238158957813761,2023-05-07 15:48:24+00:00,"RT @DrBharatippawar: During the #Y20 consultation at AIIMS Rishilesh, inaugurated Millet Cafe. The superfood will inspire people about the…"
113,1655238136828682241,2023-05-07 15:48:19+00:00,"RT @deoghar_aiims: #NICU facility started at #AIIMSDeoghar 
@NarendraKArora president AIIMS Deoghar inaugurated the services 
@drsaurabh68…"
114,1655238095921614848,2023-05-07 15:48:09+00:00,"RT @DrBharatippawar: During my visit to AIIMS Rishikesh, distributed nutrition kits under Nikshay Mitra Yojana to Tuberculosis Patients. We…"
115,1655237976371220480,2023-05-07 15:47:41+00:00,"RT @BloodAid: #Raipur #Chhattisgarh Need B+ #Blood @ AIIMS Hospital. 
Call 7609837380
#BloodAid via @boghivenkatesh cc @raipurcity @Varwand…"
116,1655237932708687875,2023-05-07 15:47:30+00:00,RT @askdheeraj: Amazing discussion on #nutrition on #TribalHealth at National Summit on Tribal Health at @deoghar_aiims. Prof NK Arora is t…
117,1655237743197274112,2023-05-07 15:46:45+00:00,"RT @Dipshik37409256: 🔶Dr.Gupta told about the loopholes in the PM report made by Cooper hospital &amp; contamination of crime scene.
🔶AIIMS was…"
118,1655237737463545859,2023-05-07 15:46:44+00:00,"RT @Dipshik37409256: 🔶Why Dr. Sudhir Gupta made a U-turn from 200% strangulation to suicide ?
🔶AIIMS didn't have the body to examine.
🔶Adeq…"
119,1655237527467610113,2023-05-07 15:45:54+00:00,"RT @iCanSaveLife: #Raipur #May7
Need B+ve Blood donors
At AIIMS Hospital
Call 7609837380
via @boghivenkatesh cc @raipurcity #iCanSaveLife #…"
120,1655237181143908352,2023-05-07 15:44:31+00:00,"RT @BloodAid: #Raipur #Chhattisgarh Need B+ #Blood @ AIIMS Hospital. 
Call 7609837380
#BloodAid via @boghivenkatesh cc @raipurcity @Varwand…"
121,1655236950113267712,2023-05-07 15:43:36+00:00,A Millets Cake was cut by MoS Health and Family Welfare@Dr Bharti Pawar at the inauguration of the Millets Cafe… https://t.co/tjCkGv6PGl
122,1655236690980782081,2023-05-07 15:42:34+00:00,"@bmcbbsr @Vijaykulange @CMO_Odisha . Garbage dumping yard near AIIMS Bhubaneshwar. Sir, it's difficult to breath he… https://t.co/ru2R5Ns4pj"
123,1655236670122524672,2023-05-07 15:42:29+00:00,"RT @DrBharatippawar: During my visit to AIIMS Rishikesh, distributed nutrition kits under Nikshay Mitra Yojana to Tuberculosis Patients. We…"
124,1655236568393850887,2023-05-07 15:42:05+00:00,"During my visit to AIIMS Rishikesh, distributed nutrition kits under Nikshay Mitra Yojana to Tuberculosis Patients.… https://t.co/Cgg8PO4KmL"
125,1655236169536512007,2023-05-07 15:40:30+00:00,"RT @DrBharatippawar: During the #Y20 consultation at AIIMS Rishilesh, inaugurated Millet Cafe. The superfood will inspire people about the…"
126,1655235953211092994,2023-05-07 15:39:38+00:00,"RT @iCanSaveLife: #Raipur #May7
Need B+ve Blood donors
At AIIMS Hospital
Call 7609837380
via @boghivenkatesh cc @raipurcity #iCanSaveLife #…"
127,1655235427975172096,2023-05-07 15:37:33+00:00,"RT @KIITUniversity: Our heartfelt congratulations to #KIITians Anurag Samantaray, Asish Mohapatra, and Ayush Mohapatra from the KIIT School…"
128,1655235147233460226,2023-05-07 15:36:26+00:00,"RT @ians_india: #AIIMS Patna alumnus's Sunday #health camps provide free care to 10K villagers

Read: https://t.co/fdKVA0y9F3 https://t.co/…"
129,1655234832128159744,2023-05-07 15:35:11+00:00,"RT @pawanyadav8: @narendramodi @INCIndia was taking 85% commission still they made so many PSU, IIT,IIM, AIIMS, roads, Airports, Railways,…"
130,1655234003560189952,2023-05-07 15:31:53+00:00,@destiny_tejran @chikuss0906 Oh my god AIIMS pakka?
131,1655233606501974022,2023-05-07 15:30:19+00:00,"RT @iCanSaveLife: #Raipur #May7
Need B+ve Blood donors
At AIIMS Hospital
Call 7609837380
via @boghivenkatesh cc @raipurcity #iCanSaveLife #…"
132,1655233411618058240,2023-05-07 15:29:32+00:00,"RT @AiimsBathinda: We are delighted to announce that AIIMS Bathinda has successfully performed a CABG surgery on Mr. Gurcharan Singh, a 75-…"
133,1655233376142651397,2023-05-07 15:29:24+00:00,"RT @YASMinistry: Dr. Arwind Rajwanshi, ED of AIIMS Raebareli, discuss the vital role of sports in promoting youth well-being at the Y20 con…"
134,1655231301635682305,2023-05-07 15:21:09+00:00,@saavan1811 AIIMS delhi loading kya 🥵
135,1655230909644427264,2023-05-07 15:19:36+00:00,"RT @iCanSaveLife: #Raipur #May7
Need B+ve Blood donors
At AIIMS Hospital
Call 7609837380
via @boghivenkatesh cc @raipurcity #iCanSaveLife #…"
136,1655230700738719749,2023-05-07 15:18:46+00:00,"RT @DrBharatippawar: During the #Y20 consultation at AIIMS Rishilesh, inaugurated Millet Cafe. The superfood will inspire people about the…"
137,1655230151196651523,2023-05-07 15:16:35+00:00,"@GautamGambhir 
Hi Gautam...I have been your biggest fan for years but today I want to request your help as you are… https://t.co/LCu6sJTOfX"
138,1655229953380876289,2023-05-07 15:15:48+00:00,"RT @BloodAid: #Raipur #Chhattisgarh Need B+ #Blood @ AIIMS Hospital. 
Call 7609837380
#BloodAid via @boghivenkatesh cc @raipurcity @Varwand…"
139,1655229631665152000,2023-05-07 15:14:31+00:00,"RT @KIITUniversity: Our heartfelt congratulations to #KIITians Anurag Samantaray, Asish Mohapatra, and Ayush Mohapatra from the KIIT School…"
140,1655229601315180544,2023-05-07 15:14:24+00:00,RT @drdeepakguptans: With Preeti on my right .. longest surviving cadaveric cardiac transplant recipient of AIIMS since 2002.. 20 yrs after…
141,1655229311002247168,2023-05-07 15:13:15+00:00,"RT @BloodAid: #Raipur #Chhattisgarh Need B+ #Blood @ AIIMS Hospital. 
Call 7609837380
#BloodAid via @boghivenkatesh cc @raipurcity @Varwand…"
142,1655228868138246147,2023-05-07 15:11:29+00:00,"RT @iCanSaveLife: #Raipur #May7
Need B+ve Blood donors
At AIIMS Hospital
Call 7609837380
via @boghivenkatesh cc @raipurcity #iCanSaveLife #…"
143,1655228557331939331,2023-05-07 15:10:15+00:00,"RT @BloodAid: #Raipur #Chhattisgarh Need B+ #Blood @ AIIMS Hospital. 
Call 7609837380
#BloodAid via @boghivenkatesh cc @raipurcity @Varwand…"
144,1655228399231852545,2023-05-07 15:09:37+00:00,"RT @ThinkX9: Congress was busy building Universities/Colleges/schools, steel plants, Hydro/Thermal/Nuclear plants, dams, roads, railways,br…"
145,1655228125943595009,2023-05-07 15:08:32+00:00,"RT @iCanSaveLife: #Raipur #May7
Need B+ve Blood donors
At AIIMS Hospital
Call 7609837380
via @boghivenkatesh cc @raipurcity #iCanSaveLife #…"
